Obs,Picture,Mean,Min,Max,Length.cm,Taxa,Enc,SampleSplit
9,FEn17w09C09.JPG,80.839,23.807,156.731,0.427,Eph.Heptageniidae,C09,
10,FEn17w09C09.JPG,124.685,87,146.232,0.093,Eph.Heptageniidae,C09,
11,FEn17w09C09.JPG,83.564,54.839,126.58,0.152,Eph.Heptageniidae,C09,
1,FEn17w09D01.JPG,100.398,62.69,136.876,0.636,Dip.ChironomidaeL,D01,
2,FEn17w09D01.JPG,120.817,69.249,158.34,0.235,Dip.ChironomidaeL,D01,
3,FEn17w09D01.JPG,120.747,58.833,160.033,0.295,Dip.ChironomidaeL,D01,
4,FEn17w09D01.JPG,75.208,14.701,144.865,0.258,Dip.ChironomidaeL,D01,
5,FEn17w09D01.JPG,80.606,38.743,125.705,0.731,Dip.ChironomidaeL,D01,
6,FEn17w09D01.JPG,79.722,46.33,137.297,0.484,Dip.ChironomidaeL,D01,
7,FEn17w09D01.JPG,101.029,53.119,150.121,0.18,Dip.ChironomidaeL,D01,
8,FEn17w09D01.JPG,123.368,62.444,159.578,0.219,Dip.ChironomidaeL,D01,
9,FEn17w09D01.JPG,134.847,93.623,166.188,0.213,Dip.ChironomidaeL,D01,
10,FEn17w09D01.JPG,107.13,71.903,155.667,0.512,Dip.ChironomidaeL,D01,
11,FEn17w09D01.JPG,102.635,49.449,131.004,0.622,Dip.ChironomidaeL,D01,
12,FEn17w09D01.JPG,116.651,90.812,141.904,0.476,Dip.ChironomidaeL,D01,
13,FEn17w09D01.JPG,125.274,68.21,153.751,0.285,Dip.ChironomidaeL,D01,
14,FEn17w09D01.JPG,109.96,60.271,151.242,0.495,Dip.ChironomidaeL,D01,
15,FEn17w09D01.JPG,106.43,59.628,143.269,0.606,Dip.ChironomidaeL,D01,
16,FEn17w09D01.JPG,103.149,53.033,160.607,0.223,Dip.ChironomidaeL,D01,
17,FEn17w09D01.JPG,132.484,100.176,165.333,0.223,Dip.ChironomidaeL,D01,
18,FEn17w09D01.JPG,95.497,48.955,143.747,0.68,Dip.ChironomidaeL,D01,
19,FEn17w09D01.JPG,82.102,43.688,129.113,0.316,Dip.ChironomidaeL,D01,
20,FEn17w09D01.JPG,117.308,42.695,168.4,0.245,Dip.ChironomidaeL,D01,
21,FEn17w09D01.JPG,90.386,43.325,135.129,0.416,Dip.ChironomidaeL,D01,
22,FEn17w09D01.JPG,90.329,62.648,146.667,0.464,Dip.ChironomidaeL,D01,
23,FEn17w09D01.JPG,86.196,38.234,132.667,0.218,Dip.ChironomidaeL,D01,
24,FEn17w09D01.JPG,79.023,53.481,150.349,0.233,Dip.ChironomidaeL,D01,
25,FEn17w09D01.JPG,93.341,71.662,126.588,0.389,Dip.ChironomidaeL,D01,
26,FEn17w09D01.JPG,117.53,44.525,165.016,0.282,Dip.ChironomidaeL,D01,
27,FEn17w09D01.JPG,107.851,41.133,150.917,0.219,Dip.ChironomidaeL,D01,
28,FEn17w09D01.JPG,72.079,38.393,147,0.338,Dip.ChironomidaeL,D01,
29,FEn17w09D01.JPG,107.036,71.03,160.509,0.334,Dip.ChironomidaeL,D01,
1,FEn17w09D01.JPG,73.08,33.549,139.505,0.313,Eph.Heptageniidae,D01,
2,FEn17w09D01.JPG,80.733,50.696,124.943,0.158,Eph.Heptageniidae,D01,
3,FEn17w09D01.JPG,78.362,46.731,132.689,0.312,Eph.Heptageniidae,D01,
4,FEn17w09D01.JPG,60.881,45.796,80.438,0.297,Eph.Heptageniidae,D01,
5,FEn17w09D01.JPG,61.211,36.642,111.867,0.306,Eph.Heptageniidae,D01,
6,FEn17w09D01.JPG,59.992,36.394,100.337,0.292,Eph.Heptageniidae,D01,
7,FEn17w09D01.JPG,63.518,27.894,152.192,0.096,Eph.Heptageniidae,D01,
8,FEn17w09D01.JPG,82.384,23.915,118.355,0.233,Eph.Heptageniidae,D01,
9,FEn17w09D01.JPG,64.694,23.369,102.781,0.337,Eph.Heptageniidae,D01,
10,FEn17w09D01.JPG,59.331,28.546,142.157,0.349,Eph.Heptageniidae,D01,
11,FEn17w09D01.JPG,58.024,25.53,107.356,0.426,Eph.Heptageniidae,D01,
12,FEn17w09D01.JPG,58.717,26.044,143.902,0.256,Eph.Heptageniidae,D01,
13,FEn17w09D01.JPG,58.063,31.068,93.059,0.332,Eph.Heptageniidae,D01,
14,FEn17w09D01.JPG,45.894,21.539,88.294,0.343,Eph.Leptophlebiidae,D01,
15,FEn17w09D01.JPG,79.644,43.526,120.232,0.195,Eph.Heptageniidae,D01,
1,FEn17w09D01.JPG,39.721,21.36,171.671,1.038,Od.Damselflies,D01,
2,FEn17w09D01.JPG,44.149,24.484,89.759,0.581,Od.Damselflies,D01,
3,FEn17w09D01.JPG,47.355,18.775,208.354,1.21,Od.Damselflies,D01,
4,FEn17w09D01.JPG,50.625,27.271,165.171,0.427,Od.Damselflies,D01,
5,FEn17w09D01.JPG,35.424,17.887,139.586,0.593,Od.Damselflies,D01,
6,FEn17w09D01.JPG,27.345,9.676,129.449,0.309,Col.Myst,D01,
7,FEn17w09D01.JPG,41.944,20.518,140.288,0.445,Col.Psephenidae,D01,
8,FEn17w09D01.JPG,61.077,41.017,81.52,0.399,Col.Psephenidae,D01,
9,FEn17w09D01.JPG,56.735,33.513,93.045,0.412,Col.Psephenidae,D01,
10,FEn17w09D01.JPG,40.764,20.041,213.04,1.514,Od.Dragonflies,D01,
11,FEn17w09D01.JPG,25.698,14.076,130.57,0.316,Col.ElmA,D01,
1,FEn17w09D01.JPG,31.882,20.333,123.667,0.445,Col.ElmL,D01,
2,FEn17w09D01.JPG,81.14,37.039,160,0.397,Col.ElmL,D01,
3,FEn17w09D01.JPG,57.587,35.667,94.815,0.276,Col.ElmL,D01,
4,FEn17w09D01.JPG,64.294,28.83,147.189,0.498,Col.ElmL,D01,
5,FEn17w09D01.JPG,62.047,35.634,154.667,0.398,Col.ElmL,D01,
6,FEn17w09D01.JPG,83.224,35.646,158.715,0.675,Col.ElmL,D01,
7,FEn17w09D01.JPG,91.174,51.033,162.058,0.368,Eph.Myst,D01,
8,FEn17w09D01.JPG,74.126,41.865,116.221,0.353,Eph.Myst,D01,
1,FEn17w09D01.JPG,116.157,91.822,140.667,0.289,Tri.Polycentropidae,D01,
2,FEn17w09D01.JPG,117.562,90.536,156.825,0.575,Tri.Polycentropidae,D01,
3,FEn17w09D01.JPG,97.822,57.115,133.527,0.542,Tri.Polycentropidae,D01,
4,FEn17w09D01.JPG,90.488,48.568,127.148,0.144,Eph.Trcorythidae,D01,
5,FEn17w09D01.JPG,105.972,72.002,126.61,0.209,Eph.Trcorythidae,D01,
6,FEn17w09D01.JPG,78.687,34.748,145.549,0.221,Eph.Trcorythidae,D01,
1,FEn17w09D05.JPG,104.607,47.242,140.333,1.539,Eph.Polymitarcyidae,D05,
2,FEn17w09D05.JPG,57.409,26.717,167.638,0.739,Col.Psephenidae,D05,
1,FEn17w09D05.JPG,97.654,49.133,165.767,0.182,Eph.Heptageniidae,D05,
2,FEn17w09D05.JPG,98.339,43.493,139.97,0.114,Eph.Heptageniidae,D05,
3,FEn17w09D05.JPG,94.245,44.016,131.309,0.195,Eph.Heptageniidae,D05,
4,FEn17w09D05.JPG,92.459,55.209,140.243,0.212,Eph.Heptageniidae,D05,
5,FEn17w09D05.JPG,116.765,69.26,168.82,0.158,Eph.Heptageniidae,D05,
6,FEn17w09D05.JPG,48.347,27.186,73.325,0.316,Eph.Heptageniidae,D05,
7,FEn17w09D05.JPG,70.333,28.843,121.185,0.34,Eph.Heptageniidae,D05,
8,FEn17w09D05.JPG,78.273,37.522,100.69,0.341,Eph.Heptageniidae,D05,
9,FEn17w09D05.JPG,90.97,61.804,118.457,0.142,Eph.Heptageniidae,D05,
10,FEn17w09D05.JPG,104.084,55.703,131.319,0.331,Eph.Heptageniidae,D05,
11,FEn17w09D05.JPG,107.216,34.046,147.366,0.287,Eph.Heptageniidae,D05,
12,FEn17w09D05.JPG,82.871,37.254,163.308,0.265,Eph.Heptageniidae,D05,
13,FEn17w09D05.JPG,85.743,34.262,153.321,0.215,Eph.Heptageniidae,D05,
14,FEn17w09D05.JPG,89.355,69.926,109.595,0.186,Eph.Heptageniidae,D05,
15,FEn17w09D05.JPG,80.572,47.464,185.262,0.484,Eph.Heptageniidae,D05,
16,FEn17w09D05.JPG,103.769,69.431,141.974,0.214,Eph.Heptageniidae,D05,
17,FEn17w09D05.JPG,70.047,25.986,148,0.281,Eph.Heptageniidae,D05,
18,FEn17w09D05.JPG,95.836,62.647,133.66,0.138,Eph.Heptageniidae,D05,
19,FEn17w09D05.JPG,61.795,31.223,99.333,0.413,Eph.Heptageniidae,D05,
20,FEn17w09D05.JPG,93.073,53.138,139.19,0.334,Eph.Heptageniidae,D05,
21,FEn17w09D05.JPG,100.409,30.891,151.667,0.145,Eph.Heptageniidae,D05,
22,FEn17w09D05.JPG,105.421,56.245,151.333,0.426,Eph.Heptageniidae,D05,
23,FEn17w09D05.JPG,96.928,34.892,129.35,0.328,Eph.Heptageniidae,D05,
24,FEn17w09D05.JPG,81.068,55.498,104.824,0.261,Eph.Heptageniidae,D05,
25,FEn17w09D05.JPG,70.671,30.496,127.01,0.505,Eph.Heptageniidae,D05,
26,FEn17w09D05.JPG,102.636,49.063,176.785,0.332,Eph.Heptageniidae,D05,
27,FEn17w09D05.JPG,93.721,56.833,141.592,0.156,Eph.Heptageniidae,D05,
1,FEn17w09D05.JPG,45.966,28.674,142.379,0.554,Od.Damselflies,D05,
2,FEn17w09D05.JPG,79.902,39.772,141.867,0.277,Od.Damselflies,D05,
3,FEn17w09D05.JPG,74.863,49.652,122.507,0.526,Od.Damselflies,D05,
4,FEn17w09D05.JPG,50.051,36.53,94.269,0.647,Od.Damselflies,D05,
5,FEn17w09D05.JPG,73.89,26.333,108.352,0.221,Od.Damselflies,D05,
6,FEn17w09D05.JPG,50.303,16.712,176.655,1.003,Od.Damselflies,D05,
7,FEn17w09D05.JPG,50.292,16.21,158.238,0.44,Od.Damselflies,D05,
8,FEn17w09D05.JPG,77.021,54.899,144.927,0.379,Od.Damselflies,D05,
9,FEn17w09D05.JPG,74.887,45.177,160.667,0.35,Od.Damselflies,D05,
1,FEn17w09D05.JPG,92.766,54.185,131.667,0.514,Dip.ChironomidaeL,D05,
2,FEn17w09D05.JPG,128.203,69.046,142.823,0.496,Dip.ChironomidaeL,D05,
3,FEn17w09D05.JPG,90.734,48.907,143.211,0.405,Dip.ChironomidaeL,D05,
4,FEn17w09D05.JPG,130.998,55.753,184.333,0.329,Dip.ChironomidaeL,D05,
5,FEn17w09D05.JPG,89.843,46.282,153.749,0.572,Dip.ChironomidaeL,D05,
6,FEn17w09D05.JPG,128.256,88.838,175.333,0.4,Dip.ChironomidaeL,D05,
7,FEn17w09D05.JPG,106.407,64.007,155.115,0.333,Dip.ChironomidaeL,D05,
8,FEn17w09D05.JPG,100.829,70.929,117.337,0.151,Dip.ChironomidaeL,D05,
9,FEn17w09D05.JPG,102.338,46.511,153.26,0.225,Dip.ChironomidaeL,D05,
10,FEn17w09D05.JPG,118.212,36,155.491,0.276,Dip.ChironomidaeL,D05,
11,FEn17w09D05.JPG,95.97,56.333,127.921,0.429,Dip.ChironomidaeL,D05,
12,FEn17w09D05.JPG,109.247,40.667,168.749,0.425,Dip.ChironomidaeL,D05,
13,FEn17w09D05.JPG,109.567,72.39,137.051,0.531,Dip.ChironomidaeL,D05,
14,FEn17w09D05.JPG,133.658,105.45,169.06,0.474,Dip.ChironomidaeL,D05,
15,FEn17w09D05.JPG,123.056,78.533,167.343,0.42,Dip.ChironomidaeL,D05,
16,FEn17w09D05.JPG,111.576,57.414,147,0.414,Dip.ChironomidaeL,D05,
17,FEn17w09D05.JPG,107.251,54.808,133.51,0.672,Dip.ChironomidaeL,D05,
18,FEn17w09D05.JPG,114.18,78.876,167.956,0.439,Dip.ChironomidaeL,D05,
19,FEn17w09D05.JPG,77.761,55.532,126.667,0.302,Eph.Baetidae,D05,
20,FEn17w09D05.JPG,87.441,35.538,136.428,0.475,Col.ElmL,D05,
1,FEn17w09D05.JPG,103.726,48.787,196.888,1.347,Tri.Polycentropidae,D05,
2,FEn17w09D05.JPG,113.805,65.482,161.192,0.587,Tri.Polycentropidae,D05,
3,FEn17w09D05.JPG,88.48,44.383,138.336,0.598,Tri.Polycentropidae,D05,
4,FEn17w09D05.JPG,120.28,77.967,164.291,0.409,Tri.Polycentropidae,D05,
5,FEn17w09D05.JPG,108.358,67.965,144.046,0.273,Tri.Polycentropidae,D05,
6,FEn17w09D05.JPG,110.612,84.825,122.836,0.366,Tri.Polycentropidae,D05,
7,FEn17w09D05.JPG,101.045,44.407,143.695,0.636,Tri.Polycentropidae,D05,
8,FEn17w09D05.JPG,63.142,27.398,118.903,0.449,Eph.Leptophlebiidae,D05,
9,FEn17w09D05.JPG,117.022,82.07,145.429,0.223,Eph.Trcorythidae,D05,
1,FEn17w09D05.JPG,69.512,23.667,177.171,0.45,Eph.Myst,D05,
1,FEn17w09D06.2.JPG,44.258,14.099,152.916,1.365,Plecoptera.Perlidae,D06,
2,FEn17w09D06.2.JPG,61.307,34.447,154.667,0.415,Col.Psephenidae,D06,
3,FEn17w09D06.2.JPG,69.534,42.112,182.416,0.425,Od.Damselflies,D06,
4,FEn17w09D06.2.JPG,71.181,44.251,110.451,0.668,Od.Damselflies,D06,
5,FEn17w09D06.2.JPG,95.486,51.067,224.186,0.492,Od.Damselflies,D06,
1,FEn17w09D06.2.JPG,75.503,39.554,123.709,0.268,Eph.Heptageniidae,D06,
2,FEn17w09D06.2.JPG,69.076,43.927,133.881,0.325,Eph.Heptageniidae,D06,
3,FEn17w09D06.2.JPG,115.867,73.823,181.333,0.167,Eph.Heptageniidae,D06,
4,FEn17w09D06.2.JPG,109.683,84.708,149.545,0.131,Eph.Heptageniidae,D06,
5,FEn17w09D06.2.JPG,125.911,103.844,142.482,0.124,Eph.Trcorythidae,D06,
6,FEn17w09D06.2.JPG,51.576,27.984,183,0.09,Col.ElmA,D06,
7,FEn17w09D06.2.JPG,94.178,66.124,132.789,0.47,Col.ElmL,D06,
1,FEn17w09D06.1.JPG,39.3,21.605,96.793,0.444,Col.Psephenidae,D06,
2,FEn17w09D06.1.JPG,29.513,11.217,139.446,0.786,Od.Damselflies,D06,
3,FEn17w09D06.1.JPG,73.036,52.581,139.228,0.416,Od.Damselflies,D06,
4,FEn17w09D06.1.JPG,50.147,27.179,132,0.732,Od.Damselflies,D06,
5,FEn17w09D06.1.JPG,75.651,47,159.068,0.641,Od.Damselflies,D06,
6,FEn17w09D06.1.JPG,41.81,20.985,69.997,0.817,Od.Damselflies,D06,
7,FEn17w09D06.1.JPG,50.944,24.392,93.965,0.701,Od.Damselflies,D06,
8,FEn17w09D06.1.JPG,67.968,15,142.485,0.203,Col.ElmA,D06,
1,FEn17w09D06.1.JPG,39.492,26,96.269,0.504,Od.Damselflies,D06,
1,FEn17w09D06.1.JPG,47.036,17.813,87.778,0.373,Eph.Heptageniidae,D06,
2,FEn17w09D06.1.JPG,63.328,35.078,113,0.26,Eph.Heptageniidae,D06,
3,FEn17w09D06.1.JPG,49.468,26.235,84.648,0.273,Eph.Heptageniidae,D06,
4,FEn17w09D06.1.JPG,65.682,39.787,96.513,0.143,Eph.Heptageniidae,D06,
5,FEn17w09D06.1.JPG,55.503,36.529,80.604,0.256,Eph.Heptageniidae,D06,
6,FEn17w09D06.1.JPG,45.572,22.667,92.558,0.116,Eph.Heptageniidae,D06,
7,FEn17w09D06.1.JPG,55.909,20.146,113.09,0.431,Eph.Heptageniidae,D06,
8,FEn17w09D06.1.JPG,66.971,47.9,92.444,0.158,Eph.Heptageniidae,D06,
9,FEn17w09D06.1.JPG,53.474,13.895,190.992,0.841,Eph.Heptageniidae,D06,
10,FEn17w09D06.1.JPG,37.907,20.507,126.667,0.75,Eph.Heptageniidae,D06,
11,FEn17w09D06.1.JPG,64.134,33.909,92.902,0.261,Eph.Heptageniidae,D06,
12,FEn17w09D06.1.JPG,82.901,57.352,100.259,0.223,Eph.Heptageniidae,D06,
13,FEn17w09D06.1.JPG,58.098,39.554,72.154,0.238,Eph.Heptageniidae,D06,
14,FEn17w09D06.1.JPG,59.666,29.781,85.046,0.189,Eph.Heptageniidae,D06,
15,FEn17w09D06.1.JPG,39.824,17.347,84.333,0.345,Eph.Heptageniidae,D06,
16,FEn17w09D06.1.JPG,60.377,27.269,94.727,0.278,Eph.Heptageniidae,D06,
17,FEn17w09D06.1.JPG,74.088,40.925,100,0.28,Eph.Heptageniidae,D06,
18,FEn17w09D06.1.JPG,75.724,43.544,123.667,0.14,Eph.Heptageniidae,D06,
19,FEn17w09D06.1.JPG,82.763,41.449,136.227,0.207,Eph.Heptageniidae,D06,
20,FEn17w09D06.1.JPG,75.864,44.166,124.772,0.301,Eph.Heptageniidae,D06,
21,FEn17w09D06.1.JPG,59.082,39.073,104.027,0.368,Eph.Heptageniidae,D06,
22,FEn17w09D06.1.JPG,69.407,46.635,130,0.194,Eph.Heptageniidae,D06,
23,FEn17w09D06.1.JPG,52.605,32.585,145.333,0.396,Eph.Heptageniidae,D06,
24,FEn17w09D06.1.JPG,68.561,29.159,122.646,0.359,Eph.Heptageniidae,D06,
25,FEn17w09D06.1.JPG,40.603,18.487,133,0.468,Eph.Heptageniidae,D06,
26,FEn17w09D06.1.JPG,63.441,40.932,139.569,0.227,Eph.Heptageniidae,D06,
27,FEn17w09D06.1.JPG,56.669,33.844,105.026,0.348,Eph.Leptophlebiidae,D06,
28,FEn17w09D06.1.JPG,42.435,19.583,92.461,0.456,Eph.Leptophlebiidae,D06,
29,FEn17w09D06.1.JPG,41.848,28.263,121.112,0.405,Od.Damselflies,D06,
1,FEn17w09D06.1.JPG,90.589,32.992,133.568,0.227,Dip.ChironomidaeL,D06,
2,FEn17w09D06.1.JPG,62.193,14.339,120,0.401,Dip.ChironomidaeL,D06,
3,FEn17w09D06.1.JPG,77.007,48.676,134.986,0.49,Dip.ChironomidaeL,D06,
4,FEn17w09D06.1.JPG,81.555,51.374,117.72,0.241,Dip.ChironomidaeL,D06,
5,FEn17w09D06.1.JPG,73.548,51.496,115.75,0.348,Dip.ChironomidaeL,D06,
6,FEn17w09D06.1.JPG,94.666,45.782,149.996,0.315,Dip.ChironomidaeL,D06,
7,FEn17w09D06.1.JPG,62.073,37.263,125.605,0.491,Dip.ChironomidaeL,D06,
8,FEn17w09D06.1.JPG,82.782,55.601,141.469,0.393,Dip.ChironomidaeL,D06,
9,FEn17w09D06.1.JPG,75.455,36.58,106.134,0.492,Dip.ChironomidaeL,D06,
10,FEn17w09D06.1.JPG,73.319,40.575,161.814,0.628,Dip.ChironomidaeL,D06,
11,FEn17w09D06.1.JPG,101.187,72.354,122.505,0.144,Dip.ChironomidaeL,D06,
12,FEn17w09D06.1.JPG,104.567,78.689,127.041,0.162,Dip.ChironomidaeL,D06,
13,FEn17w09D06.1.JPG,98.464,75.575,138,0.418,Dip.ChironomidaeL,D06,
14,FEn17w09D06.1.JPG,80.137,52.032,104.706,0.213,Dip.ChironomidaeL,D06,
15,FEn17w09D06.1.JPG,72.002,35.232,107.851,0.408,Dip.ChironomidaeL,D06,
16,FEn17w09D06.1.JPG,111.173,74.957,144.354,0.253,Dip.ChironomidaeL,D06,
17,FEn17w09D06.1.JPG,74.206,49.479,103,0.341,Col.ElmL,D06,
18,FEn17w09D06.1.JPG,54.802,31.622,95.343,0.603,Col.ElmL,D06,
19,FEn17w09D06.1.JPG,60.545,33.4,130.641,0.472,Col.ElmL,D06,
1,FEn17w09D06.1.JPG,96.524,76.706,129.219,0.124,Eph.Trcorythidae,D06,
2,FEn17w09D06.1.JPG,87.41,68.485,140.594,0.22,Eph.Trcorythidae,D06,
3,FEn17w09D06.1.JPG,86.754,65.747,138.333,0.128,Eph.Trcorythidae,D06,
4,FEn17w09D06.1.JPG,87.689,49.198,125.333,0.614,Tri.Polycentropidae,D06,
5,FEn17w09D06.1.JPG,86.528,57.349,131.731,0.578,Tri.Polycentropidae,D06,
6,FEn17w09D06.1.JPG,69.051,42.045,168.824,0.527,Tri.Polycentropidae,D06,
7,FEn17w09D06.1.JPG,67.824,50.998,92.78,0.352,Tri.Polycentropidae,D06,
8,FEn17w09D06.1.JPG,61.909,32.476,99.467,0.482,Tri.Polycentropidae,D06,
1,FEn17w09D10.JPG,87.614,48,122.433,0.525,Col.ElmL,D10,
2,FEn17w09D10.JPG,77.657,52.874,114.319,0.455,Col.ElmL,D10,
3,FEn17w09D10.JPG,58.547,36.379,99.849,0.505,Col.ElmL,D10,
4,FEn17w09D10.JPG,85.372,53.18,145.194,0.518,Col.ElmL,D10,
5,FEn17w09D10.JPG,75.265,41.393,111,0.436,Col.ElmL,D10,
6,FEn17w09D10.JPG,73.409,36.667,131.583,0.579,Col.ElmL,D10,
7,FEn17w09D10.JPG,56.52,27.236,139.88,0.575,Col.ElmL,D10,
8,FEn17w09D10.JPG,84.165,33.018,131.919,0.58,Col.ElmL,D10,
9,FEn17w09D10.JPG,61.415,37.436,151.869,0.579,Col.ElmL,D10,
10,FEn17w09D10.JPG,28.5,17.333,105,0.554,Col.Psephenidae,D10,
11,FEn17w09D10.JPG,46.23,33.69,91,0.43,Col.Psephenidae,D10,
12,FEn17w09D10.JPG,37.845,23,93.333,0.387,Col.Psephenidae,D10,
13,FEn17w09D10.JPG,82.864,58.985,147.149,0.462,Dip.ChironomidaeP,D10,
14,FEn17w09D10.JPG,43.953,14.395,108.298,0.732,Dip.ChironomidaeP,D10,
1,FEn17w09D10.JPG,51.11,22.658,103.729,0.504,Od.Damselflies,D10,
2,FEn17w09D10.JPG,46.082,30.13,75.228,0.457,Od.Damselflies,D10,
3,FEn17w09D10.JPG,67.816,39.854,109.959,0.408,Od.Damselflies,D10,
4,FEn17w09D10.JPG,105.271,27.794,232.809,0.925,Eph.Baetidae,D10,
1,FEn17w09D10.JPG,69.605,31.524,146.067,0.729,Col.Gyrinidae,D10,
2,FEn17w09D10.JPG,51.957,24.3,137.824,0.191,Eph.Heptageniidae,D10,
3,FEn17w09D10.JPG,93.982,64.696,168.333,0.233,Eph.Heptageniidae,D10,
4,FEn17w09D10.JPG,60.424,34.118,81.374,0.186,Eph.Heptageniidae,D10,
5,FEn17w09D10.JPG,82.708,30.573,116.187,0.405,Eph.Heptageniidae,D10,
6,FEn17w09D10.JPG,75.705,43.499,105.246,0.192,Eph.Heptageniidae,D10,
7,FEn17w09D10.JPG,90.502,16.89,142.329,0.305,Eph.Heptageniidae,D10,
8,FEn17w09D10.JPG,58.376,30.997,125.506,0.287,Eph.Heptageniidae,D10,
9,FEn17w09D10.JPG,80.11,32.152,129.275,0.421,Eph.Heptageniidae,D10,
10,FEn17w09D10.JPG,69.233,45.417,91.626,0.178,Eph.Leptophlebiidae,D10,
1,FEn17w09D10.JPG,89.942,56,155.012,0.544,Dip.ChironomidaeL,D10,
2,FEn17w09D10.JPG,91.603,60.388,169.341,0.645,Dip.ChironomidaeL,D10,
3,FEn17w09D10.JPG,77.024,39.412,120.54,0.833,Dip.ChironomidaeL,D10,
4,FEn17w09D10.JPG,105.88,48.6,158,0.448,Dip.ChironomidaeL,D10,
5,FEn17w09D10.JPG,97.689,55.014,147.263,0.458,Dip.ChironomidaeL,D10,
6,FEn17w09D10.JPG,69.773,45.6,113.679,0.542,Dip.ChironomidaeL,D10,
7,FEn17w09D10.JPG,108.308,23.999,167.026,0.383,Dip.ChironomidaeL,D10,
8,FEn17w09D10.JPG,92.786,44.561,135.385,0.571,Dip.ChironomidaeL,D10,
1,FEn17w09D10.JPG,84.878,29.1,159.499,0.258,Tri.Lepidostomatidae,D10,
2,FEn17w09D10.JPG,104.159,53.912,191.189,0.605,Tri.Polycentropidae,D10,
3,FEn17w09D10.JPG,105.273,55.043,150,0.293,Tri.Polycentropidae,D10,
1,FEn17w09E04.JPG,21.926,11,94.667,0.64,Col.Psephenidae,E04,
2,FEn17w09E04.JPG,54.239,19.096,232.263,0.911,Col.Psephenidae,E04,
3,FEn17w09E04.JPG,56.701,18.388,222.409,0.732,Col.Psephenidae,E04,
4,FEn17w09E04.JPG,49.683,21.42,203.721,1.176,Plecoptera.Perlidae,E04,
5,FEn17w09E04.JPG,47.579,19.424,201.401,0.995,Od.Damselflies,E04,
6,FEn17w09E04.JPG,92.14,63.144,156.667,0.335,Od.Damselflies,E04,
7,FEn17w09E04.JPG,80.06,46.55,117.953,0.48,Od.Damselflies,E04,
8,FEn17w09E04.JPG,93.551,69.663,135.575,0.319,Od.Damselflies,E04,
9,FEn17w09E04.JPG,96.052,58.821,173.501,0.318,Od.Damselflies,E04,
10,FEn17w09E04.JPG,93.539,66.798,166,0.332,Od.Damselflies,E04,
11,FEn17w09E04.JPG,91.064,66.752,118.333,0.257,Od.Damselflies,E04,
12,FEn17w09E04.JPG,41.312,22.292,130.868,0.427,Od.Damselflies,E04,
13,FEn17w09E04.JPG,91.817,68.499,133.637,0.296,Od.Damselflies,E04,
14,FEn17w09E04.JPG,103.642,62.19,156.372,0.228,Od.Damselflies,E04,
15,FEn17w09E04.JPG,102.252,74.704,122.6,0.231,Od.Damselflies,E04,
1,FEn17w09E04.JPG,114.972,68.667,141.728,0.232,Eph.Heptageniidae,E04,
2,FEn17w09E04.JPG,101.419,62.342,156.873,0.33,Eph.Heptageniidae,E04,
3,FEn17w09E04.JPG,108.397,48.947,145.259,0.359,Eph.Heptageniidae,E04,
4,FEn17w09E04.JPG,69.923,41.667,145.174,0.308,Eph.Heptageniidae,E04,
5,FEn17w09E04.JPG,104.255,52.783,170.132,0.286,Eph.Heptageniidae,E04,
6,FEn17w09E04.JPG,111.78,55.082,152.546,0.285,Eph.Heptageniidae,E04,
7,FEn17w09E04.JPG,88.622,45.936,153.5,0.396,Eph.Heptageniidae,E04,
8,FEn17w09E04.JPG,95.548,55.413,124.05,0.419,Eph.Heptageniidae,E04,
9,FEn17w09E04.JPG,80.904,48,110.565,0.37,Eph.Heptageniidae,E04,
10,FEn17w09E04.JPG,89.547,48.31,168.676,0.455,Eph.Heptageniidae,E04,
11,FEn17w09E04.JPG,91.588,43.774,154.453,0.268,Eph.Heptageniidae,E04,
12,FEn17w09E04.JPG,73.537,38.773,139.765,0.352,Eph.Heptageniidae,E04,
13,FEn17w09E04.JPG,59.917,37.849,112.87,0.389,Eph.Heptageniidae,E04,
14,FEn17w09E04.JPG,73.496,37.577,138.392,0.482,Eph.Heptageniidae,E04,
15,FEn17w09E04.JPG,115.571,73.087,145.488,0.209,Eph.Heptageniidae,E04,
16,FEn17w09E04.JPG,108.159,60.738,172.667,0.327,Eph.Myst,E04,
1,FEn17w09E04.JPG,113.732,49.525,164.667,0.502,Dip.ChironomidaeL,E04,
2,FEn17w09E04.JPG,127.464,80.809,167.347,0.433,Dip.ChironomidaeL,E04,
3,FEn17w09E04.JPG,118.607,72.49,167,0.512,Dip.ChironomidaeL,E04,
4,FEn17w09E04.JPG,123.256,80,155.36,0.446,Dip.ChironomidaeL,E04,
5,FEn17w09E04.JPG,113.631,92.355,134.57,0.174,Dip.ChironomidaeL,E04,
6,FEn17w09E04.JPG,103.656,55.142,168.043,0.424,Dip.ChironomidaeL,E04,
7,FEn17w09E04.JPG,88.571,52.726,122.288,0.763,Dip.ChironomidaeL,E04,
8,FEn17w09E04.JPG,107.906,59.493,141.409,0.379,Dip.ChironomidaeP,E04,
9,FEn17w09E04.JPG,96.567,62.895,139.667,0.416,Col.ElmL,E04,
10,FEn17w09E04.JPG,119.578,67.667,183.889,0.427,Tri.Polycentropidae,E04,
11,FEn17w09E04.JPG,114.248,59.622,157.454,0.442,Tri.Polycentropidae,E04,
